term,crn,catalog_id,section,credits,title,meetings,timecodes,primary_instructor,instructors,cap,act,rem
Summer2021,51292,CHEM 2271L,01,1.000,Organic Chemistry I Lab,"[{'days': 'TWR', 'times': '1130am-0330pm', 'dates': '05/25-06/24', 'location': 'ONLINE '}]",['TWR 1130am-0330pm 05/25-06/24 ONLINE '],Mehrnaz   Kamal,Mehrnaz   Kamal (P),16,13,3
Summer2021,51293,CHEM 2272,01,3.000,Organic Chemistry II,"[{'days': 'MTWRF', 'times': '0800am-1000am', 'dates': '07/12-08/13', 'location': 'ONLINE '}]",['MTWRF 0800am-1000am 07/12-08/13 ONLINE '],Donald J.  Wolanin,Donald J.  Wolanin (P),16,10,6
Summer2021,51294,CHEM 2272L,01,1.000,Organic Chemistry II Lab,"[{'days': 'TWR', 'times': '1130am-0330pm', 'dates': '07/13-08/12', 'location': 'ONLINE '}]",['TWR 1130am-0330pm 07/13-08/12 ONLINE '],Mehrnaz   Kamal,Mehrnaz   Kamal (P),16,11,5
Summer2021,51164,CLST 1116,01,3.000,Roman Civilization,"[{'days': 'MTWR', 'times': '1030am-1230pm', 'dates': '07/12-08/12', 'location': 'DSBN 112'}]",['MTWR 1030am-1230pm 07/12-08/12 DSBN 112'],Mary Jean E.  McNamara,Mary Jean E.  McNamara (P),20,6,14
Summer2021,51165,COMM 1100,01,3.000,Human Communication Theories,[],[],Qin   Zhang,Qin   Zhang (P),20,9,11
Summer2021,51166,COMM 2200,01,3.000,Interpersonal Communication Theories,[],[],Michael P.  Pagano,Michael P.  Pagano (P),20,7,13
Summer2021,51168,COMM 2240,01,3.000,Intercultural Communication,[],[],Qin   Zhang,Qin   Zhang (P),20,7,13
Summer2021,51169,COMM 2246,01,3.000,Family Communication,"[{'days': 'MTWRF', 'times': '1000am-1200pm', 'dates': '05/24-06/04', 'location': 'ONLINE '}]",['MTWRF 1000am-1200pm 05/24-06/04 ONLINE '],Margaret A.  Wills,Margaret A.  Wills (P),19,5,14
Summer2021,51219,COMM 4980,01,1.000,Internship,[],[],Qin   Zhang,Qin   Zhang (P),10,1,9
Summer2021,51220,COMM 4980,03,3.000,Internship,[],[],Qin   Zhang,Qin   Zhang (P),10,4,6
Summer2021,51170,COMM 5430,01,3.000,Written Communication,[],[],Michael P.  Pagano,Michael P.  Pagano (P),15,6,9
Summer2021,51171,COMM 5540,01,3.000,Intercultural Communication,[],[],Qin   Zhang,Qin   Zhang (P),15,5,10
Summer2021,51004,CPSC 1101,01,3.000,Introduction to Computing,[],[],Jeffrey I.  Kramer,Jeffrey I.  Kramer (P),15,15,0
Summer2021,51414,COUN 5350,01,3.000,Introduction to Substance and Process Addictions,"[{'days': 'TR', 'times': '0430pm-0830pm', 'dates': '07/12-08/20', 'location': 'ONLINE '}]",['TR 0430pm-0830pm 07/12-08/20 ONLINE '],Dilani   Perera,Dilani   Perera (P),16,16,0
Summer2021,51156,COUN 5410,01,3.000,Grief and Loss Counseling,"[{'days': 'TR', 'times': '0430pm-0830pm', 'dates': '07/12-08/05', 'location': 'ONLINE '}]",['TR 0430pm-0830pm 07/12-08/05 ONLINE '],Robin Keating  Katzman,Robin Keating  Katzman (P),15,11,4
Summer2021,51157,COUN 5433,01,3.000,Multicultural Issues in Counseling,"[{'days': 'TR', 'times': '0430pm-0830pm', 'dates': '05/31-06/24', 'location': 'ONLINE '}]",['TR 0430pm-0830pm 05/31-06/24 ONLINE '],Stephaney S.  Morrison,Stephaney S.  Morrison (P),20,14,6
Summer2021,51158,COUN 5446,01,3.000,Spirituality and Counseling,"[{'days': 'MW', 'times': '0430pm-0830pm', 'dates': '05/31-06/24', 'location': 'ONLINE '}]",['MW 0430pm-0830pm 05/31-06/24 ONLINE '],Tracey   Robert,Tracey   Robert (P),16,15,1
Summer2021,51159,COUN 5447,01,3.000,Lifespan Human Development,"[{'days': 'MW', 'times': '0430pm-0830pm', 'dates': '05/31-06/24', 'location': 'ONLINE '}]",['MW 0430pm-0830pm 05/31-06/24 ONLINE '],Dilani   Perera,Dilani   Perera (P),10,8,2
Summer2021,51331,COUN 5900A,01,2.000,Special Topics: Eating Disorders,"[{'days': 'F', 'times': '0500pm-0800pm', 'dates': '07/16-07/23', 'location': 'ONLINE '}, {'days': 'S', 'times': '0900am-0400pm', 'dates': '07/17-07/24', 'location': 'ONLINE '}]","['F 0500pm-0800pm 07/16-07/23 ONLINE ', 'S 0900am-0400pm 07/17-07/24 ONLINE ', 'S 0900am-0400pm 07/17-07/24 ONLINE ']",Jocelyn K.  Novella,Jocelyn K.  Novella (P),17,14,3
Summer2021,51332,COUN 5900B,01,1.000,Special Topics: Interpersonal Theory of Suicide,"[{'days': 'S', 'times': '0900am-1200pm', 'dates': '06/05-06/12', 'location': 'ONLINE '}, {'days': 'S', 'times': '0900am-0100pm', 'dates': '06/19-06/19', 'location': 'ONLINE '}]","['S 0900am-1200pm 06/05-06/12 ONLINE ', 'S 0900am-0100pm 06/19-06/19 ONLINE ', 'S 0900am-0100pm 06/19-06/19 ONLINE ']",James G.  Geisler,James G.  Geisler (P),16,15,1
Summer2021,51161,COUN 6515,01,3.000,Trauma and Crisis Intervention,"[{'days': 'MW', 'times': '0430pm-0830pm', 'dates': '07/12-08/05', 'location': 'DSBN 113'}]",['MW 0430pm-0830pm 07/12-08/05 DSBN 113'],Tomichan   Aprame,Tomichan   Aprame (P),20,18,2
Summer2021,51162,COUN 6981C,01,3.000/6.000,Internship: Clinical Mental Health Counseling,"[{'days': 'M', 'times': '0430pm-0700pm', 'dates': '05/24-08/20', 'location': 'ONLINE '}]",['M 0430pm-0700pm 05/24-08/20 ONLINE '],JoAnn M.  O'Connell,JoAnn M.  O'Connell (P),7,7,0
Summer2021,51279,COUN 6981C,02,3.000/6.000,Internship: Clinical Mental Health Counseling,"[{'days': 'M', 'times': '0430pm-0700pm', 'dates': '05/24-08/20', 'location': 'ONLINE '}]",['M 0430pm-0700pm 05/24-08/20 ONLINE '],James G.  Geisler,James G.  Geisler (P),6,6,0
Summer2021,51084,ECON 1011,02,3.000,Introduction to Microeconomics,[],[],William F.  Vasquez Mazariegos,William F.  Vasquez Mazariegos (P),20,6,14
Summer2021,51085,ECON 1012,01,3.000,Introduction to Macroeconomics,[],[],William F.  Vasquez Mazariegos,William F.  Vasquez Mazariegos (P),20,6,14
Summer2021,51310,ECON 2980,01,1.000,Internship,[],[],Gregory N.  Konz,Gregory N.  Konz (P),30,1,29
Summer2021,51311,ECON 3980,01,3.000,Internship,[],[],Gregory N.  Konz,Gregory N.  Konz (P),30,0,30
Summer2021,51087,ECON 5410,01,1.500,Principles of Microeconomics,[],[],William F.  Vasquez Mazariegos,William F.  Vasquez Mazariegos (P),20,13,7
Summer2021,51088,ECON 5415,01,1.500,Statistics for Business,"[{'days': 'W', 'times': '0500pm-0800pm', 'dates': '07/12-08/06', 'location': 'DSBN 112'}]",['W 0500pm-0800pm 07/12-08/06 DSBN 112'],Thomas Joseph  Murray,Thomas Joseph  Murray (P),20,14,6
Summer2021,51089,ECON 6430,01,3.000,Economics of the Nonprofit Sector,"[{'days': 'MTWR', 'times': '0600pm-0800pm', 'dates': '07/12-08/12', 'location': 'ONLINE '}]",['MTWR 0600pm-0800pm 07/12-08/12 ONLINE '],Mark S.  Leclair,Mark S.  Leclair (P),10,10,0
Summer2021,51065,ECON 6602,01,3.000,Healthcare Economics,"[{'days': 'W', 'times': '0500pm-0730pm', 'dates': '06/02-06/02', 'location': 'NHS 224'}, {'days': 'W', 'times': '0500pm-0730pm', 'dates': '06/16-06/16', 'location': 'NHS 224'}, {'days': 'W', 'times': '0500pm-0730pm', 'dates': '06/30-06/30', 'location': 'NHS 224'}, {'days': 'W', 'times': '0500pm-0730pm', 'dates': '07/07-07/07', 'location': 'NHS 224'}, {'days': 'W', 'times': '0500pm-0730pm', 'dates': '07/21-07/21', 'location': 'NHS 224'}, {'days': 'W', 'times': '0500pm-0730pm', 'dates': '08/18-08/18', 'location': 'NHS 224'}]","['W 0500pm-0730pm 06/02-06/02 NHS 224', 'W 0500pm-0730pm 06/16-06/16 NHS 224', 'W 0500pm-0730pm 06/16-06/16 NHS 224', 'W 0500pm-0730pm 06/30-06/30 NHS 224', 'W 0500pm-0730pm 06/30-06/30 NHS 224', 'W 0500pm-0730pm 07/07-07/07 NHS 224', 'W 0500pm-0730pm 07/07-07/07 NHS 224', 'W 0500pm-0730pm 07/21-07/21 NHS 224', 'W 0500pm-0730pm 07/21-07/21 NHS 224', 'W 0500pm-0730pm 08/18-08/18 NHS 224', 'W 0500pm-0730pm 08/18-08/18 NHS 224']",Anna-Maria   Aksan,Anna-Maria   Aksan (P),10,1,9
Summer2021,51241,EDUC 5405,01,3.000,Contexts of Education in the Primary Grades,"[{'days': 'W', 'times': '0400pm-0600pm', 'dates': '07/12-08/20', 'location': 'ONLINE '}]",['W 0400pm-0600pm 07/12-08/20 ONLINE '],Jennifer D.  Leffers,Jennifer D.  Leffers (P),20,19,1
Summer2021,51242,EDUC 5410,01,3.000,Literature for Young Adults,"[{'days': 'MW', 'times': '0430pm-0830pm', 'dates': '05/31-06/24', 'location': 'ONLINE '}]",['MW 0430pm-0830pm 05/31-06/24 ONLINE '],Mary Elizabeth  Nelson,Mary Elizabeth  Nelson (P),20,3,17
Summer2021,51301,EDUC 6501,01,2.000/3.000,Practicum for Literacy Teacher Consultants,"[{'days': 'TWR', 'times': '0100pm-0400pm', 'dates': '07/07-08/05', 'location': 'DSBN L11'}]",['TWR 0100pm-0400pm 07/07-08/05 DSBN L11'],Bryan R.  Crandall,Bryan R.  Crandall (P),20,10,10
Summer2021,51243,EDUC 6512,01,3.000,Contemporary Schooling in Society,"[{'days': 'TR', 'times': '0430pm-0830pm', 'dates': '05/31-06/24', 'location': 'ONLINE '}]",['TR 0430pm-0830pm 05/31-06/24 ONLINE '],Romina A.  Pacheco,Romina A.  Pacheco (P),22,22,0
Summer2021,51281,EDUC 6552,01,3.000,Research for Action and Advocacy in School and Community Settings,[],[],Terri L.  Germain-Williams,Terri L.  Germain-Williams (P),20,4,16
Summer2021,51244,EDUC 6561,01,0.000-4.000,Summer Institute in the Teaching of Writing,"[{'days': 'TWR', 'times': '0900am-1200pm', 'dates': '07/07-08/05', 'location': 'DSBN L11'}]",['TWR 0900am-1200pm 07/07-08/05 DSBN L11'],Bryan R.  Crandall,Bryan R.  Crandall (P),20,10,10
Summer2021,51246,EDUC 6999,01,3.000,Capstone: Educating for Social Responsibility and Civic Engagement,"[{'days': 'MW', 'times': '0400pm-0800pm', 'dates': '05/31-06/24', 'location': 'ONLINE '}]",['MW 0400pm-0800pm 05/31-06/24 ONLINE '],Emily R.  Smith,"Emily R.  Smith (P), Laurie   Grupp ",15,11,4
Summer2021,51247,EDUC 6999,02,3.000,Capstone: Educating for Social Responsibility and Civic Engagement,"[{'days': 'MW', 'times': '0400pm-0800pm', 'dates': '05/31-06/24', 'location': 'ONLINE '}]",['MW 0400pm-0800pm 05/31-06/24 ONLINE '],Stephanie L.  Storms,Stephanie L.  Storms (P),15,15,0
Summer2021,51248,EDUC 6999,03,3.000,Capstone: Educating for Social Responsibility and Civic Engagement,"[{'days': 'MW', 'times': '0400pm-0800pm', 'dates': '07/12-08/05', 'location': 'ONLINE '}]",['MW 0400pm-0800pm 07/12-08/05 ONLINE '],Pierre W.  Orelus,Pierre W.  Orelus (P),15,11,4
Summer2021,51236,EDTC 5401,01,3.000,Introduction to Educational Technology,[],[],Joshua C.  Elliott,Joshua C.  Elliott (P),23,23,0
Summer2021,51322,EDTC 5403,01,3.000,The School Library I,[],[],Patrick Michael  Egan,Patrick Michael  Egan (P),20,6,14
Summer2021,51238,EDTC 5465,01,3.000,Emerging Technologies,[],[],Joshua C.  Elliott,Joshua C.  Elliott (P),20,7,13
Summer2021,51239,EDTC 5469,01,3.000,Establishing Worldwide Learning Communities Through Technology,[],[],Joshua C.  Elliott,"Joshua C.  Elliott (P), Laurie   Grupp ",20,7,13
Summer2021,51399,EDTC 5900A,01,3.000,Special Topics: Developing Education Trainings,[],[],Joshua C.  Elliott,Joshua C.  Elliott (P),2,2,0
Summer2021,51240,EDTC 6999,01,3.000,Capstone Experience,[],[],Craig   Tunks,Craig   Tunks (P),10,1,9
Summer2021,51327,ENGR 4980,01,0.000-3.000,Internship,[],[],Adrian S.  Rusu-Sprincenatu,Adrian S.  Rusu-Sprincenatu (P),10,9,1
Summer2021,51416,ENGR 4980,02,0.000,Internship,[],[],Harvey   Hoffman,Harvey   Hoffman (P),5,0,5
Summer2021,51390,ENGR 5980,01,0.000-3.000,Internship,[],[],Adrian S.  Rusu-Sprincenatu,Adrian S.  Rusu-Sprincenatu (P),5,1,4
Summer2021,51418,ENGR 5980,02,0.000-3.000,Internship,[],[],Harvey   Hoffman,Harvey   Hoffman (P),1,1,0
Summer2021,51295,ENGL 1001,01,3.000,Introduction to Rhetoric and Composition,[],[],Nadia   Zamin,Nadia   Zamin (P),15,7,8
Summer2021,51296,ENGL 1001,02,3.000,Introduction to Rhetoric and Composition,[],[],Mary   Laughlin,Mary   Laughlin (P),15,11,4
Summer2021,51189,ENGL 1010,01,3.000,Introduction to Literary and Cultural Studies,[],[],Christopher Grant  Madden,Christopher Grant  Madden (P),20,19,1
Summer2021,51143,ENGL 1020,01,3.000,Introduction to Contemporary World Literature,[],[],Sally E.  O'Driscoll,Sally E.  O'Driscoll (P),20,11,9
Summer2021,51144,ENGL 1350,01,3.000,Graphic Novels as Thrillers and Chillers,[],[],Curtis P.  Ferree,Curtis P.  Ferree (P),20,19,1
Summer2021,51145,ENGL 1350,02,3.000,Graphic Novels as Thrillers and Chillers,[],[],Curtis P.  Ferree,Curtis P.  Ferree (P),20,19,1
Summer2021,51278,ENGL 1630,01,3.000,Literature of Illness and Healing: Wounded Storytellers and Dedicated Healers,[],[],Jacqueline   Rinaldi,Jacqueline   Rinaldi (P),20,4,16
Summer2021,51389,EVST 3980,01,3.000,Internship,[],[],Dina   Franceschi,Dina   Franceschi (P),3,1,2
Summer2021,51091,FNCE 2101,01,3.000,Introduction to Finance,[],[],Walter F.  Hlawitschka,Walter F.  Hlawitschka (P),25,12,13
