customer_id,first_date,last_date
54,1997-03-12 00:00:00,2020-02-25 00:00:00
55,1997-03-12 00:00:00,2019-12-27 00:00:00
56,1997-03-12 00:00:00,2019-05-28 00:00:00
57,1997-03-12 00:00:00,2020-03-11 00:00:00
58,1997-03-12 00:00:00,2020-03-11 00:00:00
59,1997-03-12 00:00:00,2020-01-04 00:00:00
60,1997-03-12 00:00:00,2020-01-15 00:00:00
61,1997-03-12 00:00:00,2020-03-10 00:00:00
62,1997-03-12 00:00:00,2020-03-16 00:00:00
63,1997-03-12 00:00:00,2019-11-01 00:00:00
64,1997-03-12 00:00:00,2020-03-16 00:00:00
65,1997-03-12 00:00:00,2020-03-03 00:00:00
66,1997-03-12 00:00:00,2019-12-23 00:00:00
67,1997-03-13 00:00:00,2020-03-06 00:00:00
68,1997-03-13 00:00:00,2020-01-16 00:00:00
69,1997-03-13 00:00:00,2019-08-02 00:00:00
70,1997-03-13 00:00:00,2019-04-20 00:00:00
71,1997-03-13 00:00:00,2019-12-26 00:00:00
72,1997-03-13 00:00:00,2020-01-09 00:00:00
73,1997-03-13 00:00:00,2020-02-28 00:00:00
74,1997-03-13 00:00:00,2019-07-19 00:00:00
75,1997-03-13 00:00:00,2019-05-04 00:00:00
76,1997-03-13 00:00:00,2019-05-22 00:00:00
77,1997-03-13 00:00:00,2020-03-07 00:00:00
78,1997-03-13 00:00:00,2020-03-18 00:00:00
79,1997-03-13 00:00:00,2020-03-02 00:00:00
80,1997-03-13 00:00:00,2020-02-28 00:00:00
81,1997-03-13 00:00:00,2020-01-23 00:00:00
82,1997-03-14 00:00:00,2020-03-04 00:00:00
83,1997-03-14 00:00:00,2019-03-12 00:00:00
84,1997-03-14 00:00:00,2020-03-09 00:00:00
85,1997-03-14 00:00:00,2020-02-25 00:00:00
86,1997-03-14 00:00:00,2019-05-22 00:00:00
87,1997-03-14 00:00:00,2020-03-09 00:00:00
88,1997-03-14 00:00:00,2020-01-21 00:00:00
89,1997-03-14 00:00:00,2020-03-16 00:00:00
90,1997-03-14 00:00:00,2019-09-04 00:00:00
91,1997-03-14 00:00:00,2019-08-27 00:00:00
92,1997-03-14 00:00:00,2019-07-23 00:00:00
93,1997-03-14 00:00:00,2019-12-20 00:00:00
94,1997-03-14 00:00:00,2020-03-10 00:00:00
95,1997-03-14 00:00:00,2020-03-14 00:00:00
96,1997-03-14 00:00:00,2020-02-16 00:00:00
97,1997-03-14 00:00:00,2019-05-06 00:00:00
98,1997-03-14 00:00:00,2020-03-03 00:00:00
99,1997-03-14 00:00:00,2020-03-09 00:00:00
100,1997-03-14 00:00:00,2019-08-17 00:00:00
101,1997-03-14 00:00:00,2019-08-07 00:00:00
102,1997-03-14 00:00:00,2020-03-16 00:00:00
103,1997-03-14 00:00:00,2020-03-13 00:00:00
104,1997-03-14 00:00:00,2019-12-21 00:00:00
105,1997-03-14 00:00:00,2020-02-28 00:00:00
106,1997-03-14 00:00:00,2020-03-18 00:00:00
107,1997-03-15 00:00:00,2020-03-09 00:00:00
108,1997-03-15 00:00:00,2020-02-18 00:00:00
109,1997-03-15 00:00:00,2020-03-14 00:00:00
110,1997-03-15 00:00:00,2020-03-17 00:00:00
111,1997-03-15 00:00:00,2020-03-18 00:00:00
112,1997-03-15 00:00:00,2019-09-27 00:00:00
113,1997-03-15 00:00:00,2020-03-13 00:00:00
114,1997-03-15 00:00:00,2020-03-12 00:00:00
115,1997-03-15 00:00:00,2020-03-06 00:00:00
116,1997-03-15 00:00:00,2019-01-04 00:00:00
117,1997-03-15 00:00:00,2020-03-18 00:00:00
118,1997-03-15 00:00:00,2020-03-06 00:00:00
119,1997-03-15 00:00:00,2019-08-27 00:00:00
120,1997-03-15 00:00:00,2019-12-30 00:00:00
121,1997-03-15 00:00:00,2019-06-11 00:00:00
122,1997-03-15 00:00:00,2019-09-27 00:00:00
123,1997-03-15 00:00:00,2019-12-13 00:00:00
124,1997-03-15 00:00:00,2020-02-20 00:00:00
125,1997-03-15 00:00:00,2020-03-07 00:00:00
126,1997-03-15 00:00:00,2019-11-22 00:00:00
127,1997-03-15 00:00:00,2019-11-09 00:00:00
128,1997-03-15 00:00:00,2019-02-04 00:00:00
129,1997-03-15 00:00:00,2019-07-23 00:00:00
130,1997-03-15 00:00:00,2019-11-13 00:00:00
131,1997-03-15 00:00:00,2020-01-02 00:00:00
132,1997-03-15 00:00:00,2019-10-01 00:00:00
133,1997-03-15 00:00:00,2020-02-26 00:00:00
134,1997-03-15 00:00:00,2020-03-06 00:00:00
135,1997-03-15 00:00:00,2020-03-08 00:00:00
136,1997-03-15 00:00:00,2019-05-16 00:00:00
137,1997-03-15 00:00:00,2020-03-12 00:00:00
138,1997-03-15 00:00:00,2020-03-13 00:00:00
139,1997-03-15 00:00:00,2020-02-20 00:00:00
140,1997-03-15 00:00:00,2020-03-09 00:00:00
141,1997-03-15 00:00:00,2020-03-14 00:00:00
142,1997-03-15 00:00:00,2020-03-14 00:00:00
143,1997-03-15 00:00:00,2019-08-20 00:00:00
144,1997-03-15 00:00:00,2020-01-15 00:00:00
145,1997-03-15 00:00:00,2019-08-23 00:00:00
146,1997-03-17 00:00:00,2019-05-04 00:00:00
147,1997-03-17 00:00:00,2020-02-16 00:00:00
148,1997-03-17 00:00:00,2019-11-23 00:00:00
149,1997-03-17 00:00:00,2020-02-03 00:00:00
150,1997-03-17 00:00:00,2020-03-02 00:00:00
151,1997-03-17 00:00:00,2020-02-05 00:00:00
152,1997-03-17 00:00:00,2020-02-29 00:00:00
153,1997-03-17 00:00:00,2019-03-26 00:00:00
154,1997-03-17 00:00:00,2020-03-14 00:00:00
155,1997-03-17 00:00:00,2019-09-10 00:00:00
156,1997-03-17 00:00:00,2019-12-10 00:00:00
157,1997-03-17 00:00:00,2020-02-04 00:00:00
158,1997-03-17 00:00:00,2019-10-24 00:00:00
159,1997-03-17 00:00:00,2020-01-27 00:00:00
160,1997-03-17 00:00:00,2020-03-17 00:00:00
161,1997-03-17 00:00:00,2019-12-17 00:00:00
162,1997-03-17 00:00:00,2020-01-29 00:00:00
163,1997-03-17 00:00:00,2019-08-12 00:00:00
164,1997-03-17 00:00:00,2020-02-04 00:00:00
165,1997-03-17 00:00:00,2020-03-03 00:00:00
166,1997-03-17 00:00:00,2019-09-23 00:00:00
167,1997-03-17 00:00:00,2020-03-14 00:00:00
168,1997-03-17 00:00:00,2020-02-28 00:00:00
169,1997-03-17 00:00:00,2020-03-16 00:00:00
170,1997-03-17 00:00:00,2019-08-16 00:00:00
171,1997-03-17 00:00:00,2020-02-29 00:00:00
172,1997-03-17 00:00:00,2019-07-15 00:00:00
173,1997-03-17 00:00:00,2019-03-26 00:00:00
174,1997-03-18 00:00:00,2020-02-15 00:00:00
175,1997-03-18 00:00:00,2020-02-27 00:00:00
176,1997-03-18 00:00:00,2020-02-11 00:00:00
177,1997-03-18 00:00:00,2019-12-27 00:00:00
178,1997-03-18 00:00:00,2020-02-11 00:00:00
179,1997-03-18 00:00:00,2020-03-02 00:00:00
180,1997-03-18 00:00:00,2020-02-25 00:00:00
181,1997-03-18 00:00:00,2019-10-09 00:00:00
182,1997-03-18 00:00:00,2019-12-02 00:00:00
183,1997-03-18 00:00:00,2020-02-15 00:00:00
184,1997-03-18 00:00:00,2019-12-02 00:00:00
185,1997-03-18 00:00:00,2020-03-06 00:00:00
186,1997-03-19 00:00:00,2019-11-26 00:00:00
187,1997-03-19 00:00:00,2020-03-17 00:00:00
188,1997-03-19 00:00:00,2019-11-23 00:00:00
189,1997-03-19 00:00:00,2019-11-09 00:00:00
190,1997-03-19 00:00:00,2020-02-29 00:00:00
191,1997-03-19 00:00:00,2020-03-07 00:00:00
192,1997-03-19 00:00:00,2019-07-18 00:00:00
193,1997-03-19 00:00:00,2020-01-13 00:00:00
194,1997-03-19 00:00:00,2020-03-13 00:00:00
195,1997-03-19 00:00:00,2020-03-02 00:00:00
196,1997-03-19 00:00:00,2019-10-08 00:00:00
197,1997-03-19 00:00:00,2020-03-15 00:00:00
198,1997-03-20 00:00:00,2020-03-12 00:00:00
199,1997-03-20 00:00:00,2020-03-07 00:00:00
200,1997-03-20 00:00:00,2020-03-09 00:00:00
201,1997-03-20 00:00:00,2019-10-30 00:00:00
202,1997-03-20 00:00:00,2019-04-04 00:00:00
203,1997-03-20 00:00:00,2020-03-12 00:00:00
204,1997-03-20 00:00:00,2020-01-08 00:00:00
205,1997-03-20 00:00:00,2020-03-11 00:00:00
206,1997-03-20 00:00:00,2020-03-06 00:00:00
207,1997-03-20 00:00:00,2020-02-29 00:00:00
208,1997-03-21 00:00:00,2020-03-02 00:00:00
209,1997-03-21 00:00:00,2020-03-16 00:00:00
210,1997-03-21 00:00:00,2019-02-05 00:00:00
211,1997-03-21 00:00:00,2020-03-15 00:00:00
212,1997-03-21 00:00:00,2019-10-11 00:00:00
213,1997-03-21 00:00:00,2019-05-24 00:00:00
214,1997-03-21 00:00:00,2020-03-11 00:00:00
215,1997-03-21 00:00:00,2020-03-14 00:00:00
216,1997-03-21 00:00:00,2019-11-19 00:00:00
217,1997-03-22 00:00:00,2019-03-25 00:00:00
218,1997-03-22 00:00:00,2019-04-27 00:00:00
219,1997-03-22 00:00:00,2020-03-13 00:00:00
220,1997-03-22 00:00:00,2020-02-24 00:00:00
221,1997-03-22 00:00:00,2020-03-07 00:00:00
222,1997-03-22 00:00:00,2019-06-01 00:00:00
223,1997-03-22 00:00:00,2020-03-13 00:00:00
224,1997-03-22 00:00:00,2020-03-17 00:00:00
225,1997-03-22 00:00:00,2020-03-04 00:00:00
226,1997-03-22 00:00:00,2020-02-24 00:00:00
227,1997-03-22 00:00:00,2020-03-08 00:00:00
228,1997-03-22 00:00:00,2020-03-05 00:00:00
229,1997-03-22 00:00:00,2020-03-14 00:00:00
230,1997-03-22 00:00:00,2020-02-19 00:00:00
231,1997-03-22 00:00:00,2020-03-14 00:00:00
232,1997-03-22 00:00:00,2019-12-23 00:00:00
233,1997-03-22 00:00:00,2019-11-22 00:00:00
234,1997-03-24 00:00:00,2019-11-16 00:00:00
235,1997-03-24 00:00:00,2020-03-12 00:00:00
236,1997-03-24 00:00:00,2020-03-13 00:00:00
237,1997-03-24 00:00:00,2020-01-27 00:00:00
238,1997-03-24 00:00:00,2019-11-13 00:00:00
239,1997-03-24 00:00:00,2019-09-26 00:00:00
240,1997-03-24 00:00:00,2020-03-16 00:00:00
241,1997-03-24 00:00:00,2020-03-13 00:00:00
242,1997-03-24 00:00:00,2020-03-10 00:00:00
243,1997-03-25 00:00:00,2019-05-03 00:00:00
244,1997-03-25 00:00:00,2020-03-09 00:00:00
245,1997-03-25 00:00:00,2020-03-15 00:00:00
246,1997-03-25 00:00:00,2019-09-07 00:00:00
247,1997-03-25 00:00:00,2019-10-14 00:00:00
248,1997-03-25 00:00:00,2020-01-13 00:00:00
249,1997-03-25 00:00:00,2019-10-18 00:00:00
250,1997-03-25 00:00:00,2020-02-18 00:00:00
251,1997-03-26 00:00:00,2020-01-23 00:00:00
252,1997-03-26 00:00:00,2019-01-10 00:00:00
253,1997-03-26 00:00:00,2019-12-07 00:00:00
254,1997-03-27 00:00:00,2020-03-19 00:00:00
255,1997-03-27 00:00:00,2019-09-30 00:00:00
256,1997-03-27 00:00:00,2019-11-20 00:00:00
257,1997-03-27 00:00:00,2019-05-17 00:00:00
258,1997-03-27 00:00:00,2020-01-28 00:00:00
259,1997-03-27 00:00:00,2020-03-02 00:00:00
260,1997-03-28 00:00:00,2020-03-15 00:00:00
261,1997-03-28 00:00:00,2020-01-13 00:00:00
262,1997-03-28 00:00:00,2019-06-04 00:00:00
263,1997-03-28 00:00:00,2019-04-18 00:00:00
264,1997-03-28 00:00:00,2019-08-19 00:00:00
265,1997-03-28 00:00:00,2020-03-16 00:00:00
266,1997-03-29 00:00:00,2020-02-19 00:00:00
267,1997-03-31 00:00:00,2019-12-24 00:00:00
268,1997-03-31 00:00:00,2019-06-29 00:00:00
269,1997-04-01 00:00:00,2020-01-16 00:00:00
270,1997-04-01 00:00:00,2019-07-11 00:00:00
271,1997-04-01 00:00:00,2019-10-28 00:00:00
272,1997-04-02 00:00:00,2019-05-16 00:00:00
273,1997-04-02 00:00:00,2020-01-14 00:00:00
274,1997-04-02 00:00:00,2019-04-17 00:00:00
275,1997-04-02 00:00:00,2019-12-03 00:00:00
276,1997-04-03 00:00:00,2019-09-25 00:00:00
277,1997-04-03 00:00:00,2020-03-06 00:00:00
278,1997-04-04 00:00:00,2020-03-15 00:00:00
279,1997-04-04 00:00:00,2020-03-09 00:00:00
280,1997-04-05 00:00:00,2020-02-14 00:00:00
281,1997-04-05 00:00:00,2020-03-02 00:00:00
282,1997-04-05 00:00:00,2020-03-06 00:00:00
283,1997-04-05 00:00:00,2019-06-08 00:00:00
284,1997-04-05 00:00:00,2020-01-14 00:00:00
285,1997-04-05 00:00:00,2020-02-29 00:00:00
286,1997-04-05 00:00:00,2019-10-03 00:00:00
287,1997-04-08 00:00:00,2020-02-28 00:00:00
288,1997-04-09 00:00:00,2020-03-07 00:00:00
289,1997-04-09 00:00:00,2020-01-04 00:00:00
290,1997-04-09 00:00:00,2019-12-20 00:00:00
291,1997-04-10 00:00:00,2020-02-27 00:00:00
292,1997-04-10 00:00:00,2020-02-02 00:00:00
293,1997-04-10 00:00:00,2020-01-22 00:00:00
294,1997-04-11 00:00:00,2020-01-14 00:00:00
295,1997-04-11 00:00:00,2020-02-27 00:00:00
296,1997-04-12 00:00:00,2019-08-29 00:00:00
297,1997-04-12 00:00:00,2019-08-20 00:00:00
298,1997-04-12 00:00:00,2020-03-10 00:00:00
299,1997-04-14 00:00:00,2019-05-25 00:00:00
300,1997-04-14 00:00:00,2019-10-22 00:00:00
301,1997-04-15 00:00:00,2020-03-10 00:00:00
302,1997-04-17 00:00:00,2020-03-14 00:00:00
303,1997-04-18 00:00:00,2020-02-10 00:00:00
304,1997-04-19 00:00:00,2020-03-17 00:00:00
305,1997-04-21 00:00:00,2020-03-12 00:00:00
306,1997-04-22 00:00:00,2019-09-23 00:00:00
307,1997-04-24 00:00:00,2019-12-02 00:00:00
308,1997-04-24 00:00:00,2020-02-27 00:00:00
309,1997-04-25 00:00:00,2019-05-23 00:00:00
310,1997-04-26 00:00:00,2020-01-06 00:00:00
311,1997-04-29 00:00:00,2019-06-22 00:00:00
312,1997-05-01 00:00:00,2020-03-16 00:00:00
313,1997-05-02 00:00:00,2020-03-07 00:00:00
314,1997-05-03 00:00:00,2019-12-14 00:00:00
315,1997-05-03 00:00:00,2020-02-23 00:00:00
316,1997-05-05 00:00:00,2020-03-07 00:00:00
317,1997-05-05 00:00:00,2020-02-17 00:00:00
318,1997-05-10 00:00:00,2020-01-18 00:00:00
319,1997-05-10 00:00:00,2020-02-18 00:00:00
320,1997-05-10 00:00:00,2019-09-30 00:00:00
321,1997-05-17 00:00:00,2019-09-13 00:00:00
322,1997-05-19 00:00:00,2019-08-19 00:00:00
323,1997-05-20 00:00:00,2020-02-04 00:00:00
324,1997-05-20 00:00:00,2019-11-12 00:00:00
325,1997-05-21 00:00:00,2019-11-06 00:00:00
326,1997-05-22 00:00:00,2020-02-28 00:00:00
327,1997-05-24 00:00:00,2020-02-06 00:00:00
328,1997-05-30 00:00:00,2020-03-13 00:00:00
329,1997-05-30 00:00:00,2019-06-04 00:00:00
330,1997-06-02 00:00:00,2019-06-11 00:00:00
331,1997-06-07 00:00:00,2019-10-07 00:00:00
332,1997-06-09 00:00:00,2019-10-07 00:00:00
333,1997-06-13 00:00:00,2019-02-16 00:00:00
334,1997-06-14 00:00:00,2019-09-21 00:00:00
335,1997-06-14 00:00:00,2019-01-26 00:00:00
336,1997-06-17 00:00:00,2020-02-13 00:00:00
337,1997-06-17 00:00:00,2019-07-02 00:00:00
338,1997-06-18 00:00:00,2019-06-17 00:00:00
339,1997-06-19 00:00:00,2019-05-07 00:00:00
340,1997-06-20 00:00:00,2020-03-13 00:00:00
341,1997-06-25 00:00:00,2020-02-07 00:00:00
342,1997-06-25 00:00:00,2020-03-18 00:00:00
343,1997-06-26 00:00:00,2020-02-29 00:00:00
344,1997-06-28 00:00:00,2020-03-10 00:00:00
345,1997-06-28 00:00:00,2020-02-29 00:00:00
346,1997-07-02 00:00:00,2020-03-06 00:00:00
347,1997-07-03 00:00:00,2020-02-14 00:00:00
348,1997-07-03 00:00:00,2020-03-13 00:00:00
349,1997-07-15 00:00:00,2019-09-04 00:00:00
350,1997-07-17 00:00:00,2020-02-26 00:00:00
351,1997-07-23 00:00:00,2020-02-22 00:00:00
352,1997-07-28 00:00:00,2020-02-11 00:00:00
353,1997-08-01 00:00:00,2019-08-31 00:00:00
354,1997-08-06 00:00:00,2019-11-07 00:00:00
355,1997-08-08 00:00:00,2019-05-31 00:00:00
356,1997-08-09 00:00:00,2019-09-30 00:00:00
357,1997-08-14 00:00:00,2019-12-31 00:00:00
358,1997-08-15 00:00:00,2020-01-16 00:00:00
359,1997-08-18 00:00:00,2019-11-11 00:00:00
360,1997-08-22 00:00:00,2020-03-19 00:00:00
361,1997-08-25 00:00:00,2019-05-16 00:00:00
362,1997-08-29 00:00:00,2020-03-10 00:00:00
363,1997-09-06 00:00:00,2020-03-06 00:00:00
364,1997-09-16 00:00:00,2019-06-22 00:00:00
365,1997-09-23 00:00:00,2020-02-24 00:00:00
366,1997-09-26 00:00:00,2019-03-30 00:00:00
367,1997-10-06 00:00:00,2019-05-16 00:00:00
368,1997-10-08 00:00:00,2020-03-06 00:00:00
369,1997-10-20 00:00:00,2019-11-15 00:00:00
370,1997-10-21 00:00:00,2019-07-20 00:00:00
371,1997-10-24 00:00:00,2019-07-03 00:00:00
372,1997-10-27 00:00:00,2019-07-24 00:00:00
373,1997-10-29 00:00:00,2020-03-06 00:00:00
374,1997-11-08 00:00:00,2020-03-11 00:00:00
375,1997-11-14 00:00:00,2019-04-25 00:00:00
376,1997-11-18 00:00:00,2019-02-20 00:00:00
377,1997-11-18 00:00:00,2020-02-29 00:00:00
378,1997-11-22 00:00:00,2020-01-04 00:00:00
379,1997-11-24 00:00:00,2019-12-27 00:00:00
380,1997-12-01 00:00:00,2019-08-21 00:00:00
381,1997-12-12 00:00:00,2020-03-06 00:00:00
382,1997-12-17 00:00:00,2019-12-27 00:00:00
383,1997-12-23 00:00:00,2020-03-09 00:00:00
384,1997-12-26 00:00:00,2020-02-29 00:00:00
385,1998-01-08 00:00:00,2020-01-06 00:00:00
386,1998-01-12 00:00:00,2020-01-07 00:00:00
387,1998-01-24 00:00:00,2019-04-15 00:00:00
388,1998-02-02 00:00:00,2020-01-28 00:00:00
389,1998-02-06 00:00:00,2020-02-17 00:00:00
390,1998-02-06 00:00:00,2019-10-03 00:00:00
391,1998-02-14 00:00:00,2019-04-20 00:00:00
392,1998-02-18 00:00:00,2019-11-15 00:00:00
393,1998-02-19 00:00:00,2020-01-20 00:00:00
394,1998-02-20 00:00:00,2020-03-05 00:00:00
395,1998-02-21 00:00:00,2020-03-07 00:00:00
396,1998-02-24 00:00:00,2019-12-02 00:00:00
397,1998-03-16 00:00:00,2019-09-19 00:00:00
398,1998-03-18 00:00:00,2020-03-14 00:00:00
399,1998-03-18 00:00:00,2019-07-16 00:00:00
400,1998-03-28 00:00:00,2020-03-03 00:00:00
401,1998-04-06 00:00:00,2020-02-18 00:00:00
402,1998-04-22 00:00:00,2020-02-24 00:00:00
403,1998-05-07 00:00:00,2019-04-13 00:00:00
404,1998-05-13 00:00:00,2019-05-22 00:00:00
405,1998-05-14 00:00:00,2020-02-15 00:00:00
406,1998-05-23 00:00:00,2020-03-03 00:00:00
407,1998-06-02 00:00:00,2020-03-08 00:00:00
408,1998-06-15 00:00:00,2019-12-16 00:00:00
409,1998-06-16 00:00:00,2020-03-11 00:00:00
410,1998-07-03 00:00:00,2020-03-13 00:00:00
411,1998-07-15 00:00:00,2020-03-16 00:00:00
412,1998-07-20 00:00:00,2020-03-12 00:00:00
413,1998-07-25 00:00:00,2020-01-13 00:00:00
414,1998-07-30 00:00:00,2019-12-08 00:00:00
415,1998-08-01 00:00:00,2019-08-27 00:00:00
416,1998-08-06 00:00:00,2019-03-01 00:00:00
417,1998-08-08 00:00:00,2020-03-14 00:00:00
418,1998-08-10 00:00:00,2020-01-03 00:00:00
419,1998-08-14 00:00:00,2019-04-30 00:00:00
420,1998-08-14 00:00:00,2019-09-26 00:00:00
421,1998-09-12 00:00:00,2020-03-12 00:00:00
422,1998-09-15 00:00:00,2020-01-26 00:00:00
423,1998-09-15 00:00:00,2020-03-04 00:00:00
424,1998-09-24 00:00:00,2019-09-28 00:00:00
425,1998-09-28 00:00:00,2019-04-25 00:00:00
426,1998-10-27 00:00:00,2020-03-12 00:00:00
427,1998-10-31 00:00:00,2019-07-02 00:00:00
428,1998-11-05 00:00:00,2019-09-04 00:00:00
429,1998-11-12 00:00:00,2019-03-23 00:00:00
430,1998-11-23 00:00:00,2019-01-02 00:00:00
431,1998-12-02 00:00:00,2020-03-03 00:00:00
432,1998-12-08 00:00:00,2019-10-22 00:00:00
433,1998-12-14 00:00:00,2020-03-13 00:00:00
434,1999-01-06 00:00:00,2019-08-05 00:00:00
435,1999-01-07 00:00:00,2019-01-26 00:00:00
436,1999-01-08 00:00:00,2019-10-05 00:00:00
437,1999-01-12 00:00:00,2020-03-10 00:00:00
438,1999-01-13 00:00:00,2019-04-24 00:00:00
439,1999-01-18 00:00:00,2020-03-08 00:00:00
440,1999-01-19 00:00:00,2020-03-13 00:00:00
441,1999-01-19 00:00:00,2019-01-02 00:00:00
442,1999-01-21 00:00:00,2020-03-11 00:00:00
443,1999-01-30 00:00:00,2020-03-03 00:00:00
444,1999-02-20 00:00:00,2019-10-25 00:00:00
445,1999-03-02 00:00:00,2020-03-16 00:00:00
446,1999-03-06 00:00:00,2019-10-14 00:00:00
447,1999-03-30 00:00:00,2019-05-14 00:00:00
448,1999-04-01 00:00:00,2020-02-20 00:00:00
449,1999-04-10 00:00:00,2020-03-14 00:00:00
450,1999-04-22 00:00:00,2019-05-07 00:00:00
451,1999-04-26 00:00:00,2020-01-10 00:00:00
452,1999-05-03 00:00:00,2019-10-07 00:00:00
453,1999-06-01 00:00:00,2020-02-28 00:00:00
454,1999-06-02 00:00:00,2020-03-16 00:00:00
455,1999-06-11 00:00:00,2019-07-19 00:00:00
456,1999-06-28 00:00:00,2020-03-05 00:00:00
457,1999-06-30 00:00:00,2019-06-05 00:00:00
458,1999-07-06 00:00:00,2019-07-25 00:00:00
459,1999-07-06 00:00:00,2019-06-10 00:00:00
460,1999-07-07 00:00:00,2019-06-06 00:00:00
461,1999-07-07 00:00:00,2019-12-16 00:00:00
462,1999-07-22 00:00:00,2020-03-04 00:00:00
463,1999-07-26 00:00:00,2020-02-11 00:00:00
464,1999-07-28 00:00:00,2020-03-10 00:00:00
465,1999-08-02 00:00:00,2020-03-19 00:00:00
466,1999-08-03 00:00:00,2019-11-08 00:00:00
467,1999-08-09 00:00:00,2020-03-17 00:00:00
468,1999-09-02 00:00:00,2020-03-16 00:00:00
469,1999-09-27 00:00:00,2020-03-13 00:00:00
470,1999-10-18 00:00:00,2019-09-05 00:00:00
471,1999-10-18 00:00:00,2020-03-07 00:00:00
472,1999-10-20 00:00:00,2019-07-31 00:00:00
473,1999-10-23 00:00:00,2019-12-27 00:00:00
474,1999-10-26 00:00:00,2019-09-18 00:00:00
475,1999-11-03 00:00:00,2020-03-13 00:00:00
476,1999-11-03 00:00:00,2020-02-29 00:00:00
477,1999-11-06 00:00:00,2020-03-07 00:00:00
478,1999-11-06 00:00:00,2019-06-03 00:00:00
479,1999-11-08 00:00:00,2020-03-03 00:00:00
480,1999-11-13 00:00:00,2019-04-08 00:00:00
481,1999-11-15 00:00:00,2020-03-07 00:00:00
482,1999-11-30 00:00:00,2019-12-13 00:00:00
483,1999-12-04 00:00:00,2020-03-10 00:00:00
484,1999-12-04 00:00:00,2019-05-23 00:00:00
485,1999-12-08 00:00:00,2020-02-26 00:00:00
486,1999-12-13 00:00:00,2020-03-03 00:00:00
487,1999-12-20 00:00:00,2019-05-25 00:00:00
488,1999-12-28 00:00:00,2020-03-03 00:00:00
489,1999-12-28 00:00:00,2020-03-11 00:00:00
490,2000-01-03 00:00:00,2020-01-23 00:00:00
491,2000-01-06 00:00:00,2020-03-03 00:00:00
492,2000-01-17 00:00:00,2019-09-21 00:00:00
493,2000-01-18 00:00:00,2020-03-16 00:00:00
494,2000-01-18 00:00:00,2020-03-01 00:00:00
495,2000-01-18 00:00:00,2019-11-26 00:00:00
496,2000-01-19 00:00:00,2020-01-02 00:00:00
497,2000-01-20 00:00:00,2019-09-12 00:00:00
498,2000-01-20 00:00:00,2020-02-13 00:00:00
499,2000-01-21 00:00:00,2020-03-13 00:00:00
